Label,Area,Perimeter,Circularity,EulerNumber,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Centroid.X,Centroid.Y,Ellipse.Center.X,Ellipse.Center.Y,Ellipse.Radius1,Ellipse.Radius2,Ellipse.Orientation,Ellipse.Elong,ConvexArea,Convexity,MaxFeretDiam,MaxFeretDiamAngle,OBox.Center.X,OBox.Center.Y,OBox.Length,OBox.Width,OBox.Orientation,OBox.Elongation,GeodesicDiameter,Tortuosity,InscrDisc.Center.X,InscrDisc.Center.Y,InscrDisc.Radius,GeodesicElongation,AverageThickness
115,1146,133.442,0.809,1,2358,2399,618,667,2378.253,643.027,2378.253,643.027,27.519,13.536,54.790,2.033,1173,0.977,53.310,66.801,2377.520,641.628,53.009,26.853,54.462,1.974,53.414,1.002,2381,647,13,2.054,20.892
116,22173,664.138,0.632,1,1164,1302,622,880,1233.178,745.463,1233.178,745.463,125.299,59.441,83.481,2.108,24467,0.906,258.936,94.874,1229.875,751.643,248.533,121.133,77.125,2.052,262.214,1.013,1222,697,54,2.428,68.835
117,1042,133.632,0.733,1,2617,2654,625,674,2635.435,649.287,2635.435,649.287,27.446,12.411,-63.434,2.211,1091,0.955,53.712,118.951,2635.184,647.814,53.552,24.545,112.834,2.182,53.414,0.994,2630,659,12,2.226,20.500
118,1348,138.210,0.887,1,731,766,633,686,748.225,657.413,748.225,657.413,25.649,16.968,-88.182,1.512,1397,0.965,53.600,98.584,748.414,659.427,52.911,34.171,85.426,1.548,54.814,1.023,746,651,16,1.713,28.583
119,11046,410.742,0.823,1,867,979,639,785,923.565,715.865,923.565,715.865,74.320,49.589,-79.277,1.499,11838,0.933,148.476,100.477,927.600,716.974,147.832,104.829,106.504,1.410,150.214,1.012,931,714,44,1.707,70.660
120,1890,235.871,0.427,1,661,729,640,710,685.444,679.906,685.444,679.906,40.870,19.672,49.567,2.078,2582,0.732,92.698,42.814,684.107,683.795,91.573,46.717,54.118,1.960,92.614,0.999,679,683,15,3.087,15.953
121,1394,162.859,0.660,1,795,841,644,697,815.628,667.769,815.628,667.769,28.534,17.134,-57.588,1.665,1544,0.903,63.008,125.961,813.344,666.647,62.446,35.083,118.301,1.780,63.014,1.000,814,664,16,1.969,17.391
122,23166,594.554,0.824,1,1297,1463,647,856,1386.890,743.919,1386.890,743.919,102.828,74.814,82.271,1.374,24243,0.956,211.811,79.114,1399.530,745.106,203.525,162.674,61.314,1.251,216.214,1.021,1385,727,72,1.501,102.436
123,12317,545.833,0.520,1,1550,1703,653,831,1627.034,737.906,1627.034,737.906,86.817,52.658,55.640,1.649,15904,0.774,183.120,76.419,1644.899,730.069,165.527,129.481,48.775,1.278,186.814,1.020,1602,713,39,2.395,42.104
124,707,108.943,0.749,1,2771,2802,664,701,2784.649,685.513,2784.649,685.513,19.562,12.943,66.317,1.511,787,0.898,39.925,67.932,2783.334,685.902,39.923,26.846,67.380,1.487,39.614,0.992,2781,685,11,1.801,14.037
125,8903,373.026,0.804,1,2103,2192,665,803,2146.271,730.648,2146.271,730.648,72.461,40.103,-75.285,1.807,9306,0.957,148.486,117.255,2142.031,730.616,145.038,83.153,101.611,1.744,148.014,0.997,2143,722,38,1.948,58.957
126,678,95.115,0.942,1,1277,1309,670,699,1291.450,682.907,1291.450,682.907,16.185,13.780,-29.695,1.175,694,0.977,34.176,159.444,1290.750,681.250,33.234,28.284,135.000,1.175,34.614,1.013,1289,682,13,1.331,19.784
127,1564,169.142,0.687,1,2010,2072,676,717,2039.356,699.134,2039.356,699.134,30.528,17.914,7.686,1.704,1775,0.881,62.290,174.472,2041.103,699.735,57.784,38.368,21.251,1.506,63.214,1.015,2029,697,15,2.107,20.619
128,1113,129.285,0.837,1,499,552,689,720,525.779,704.592,525.779,704.592,25.403,14.245,11.208,1.783,1146,0.971,53.935,10.685,526.255,703.168,53.787,29.824,14.931,1.803,55.214,1.024,521,702,14,1.972,19.583
129,6819,370.424,0.625,1,706,809,689,805,758.603,749.261,758.603,749.261,54.960,42.043,41.914,1.307,8258,0.826,123.369,70.096,757.341,744.180,110.348,88.334,27.860,1.249,124.614,1.010,752,770,44,1.416,33.627
130,30337,754.199,0.670,1,388,602,691,959,487.581,834.751,487.581,834.751,118.949,88.705,55.409,1.341,34365,0.883,284.886,69.020,476.393,829.883,249.779,173.294,39.165,1.441,287.414,1.009,479,837,80,1.796,87.382
131,2045,206.184,0.604,1,1873,1911,693,776,1891.724,731.432,1891.724,731.432,40.512,16.785,-88.970,2.414,2247,0.910,83.600,96.870,1891.105,734.319,83.462,37.552,93.576,2.223,85.214,1.019,1887,735,19,2.242,21.792
132,1022,125.722,0.813,1,464,501,694,738,482.839,717.908,482.839,717.908,23.182,14.271,-60.179,1.624,1074,0.952,46.011,132.357,483.800,718.400,45.616,29.516,116.565,1.545,46.214,1.004,482,719,14,1.651,20.956
133,7029,339.491,0.766,1,961,1047,694,822,1005.322,763.777,1005.322,763.777,65.499,35.754,-72.212,1.832,7470,0.941,135.030,108.569,1009.896,763.384,135.026,73.809,108.178,1.829,136.814,1.013,1005,783,35,1.954,48.641
134,799,110.189,0.827,1,2537,2572,699,734,2553.099,714.402,2553.099,714.402,19.841,13.345,-44.101,1.487,837,0.955,43.278,130.314,2552.750,713.250,43.134,26.870,135.000,1.605,43.214,0.999,2553,712,13,1.662,16.655
135,12440,440.945,0.804,1,2698,2826,710,859,2764.033,780.473,2764.033,780.473,76.486,53.786,69.877,1.422,13160,0.945,151.648,38.306,2768.551,780.423,145.735,106.191,71.754,1.372,151.614,1.000,2771,790,50,1.516,71.769
136,925,111.855,0.929,1,1993,2028,714,750,2010.929,731.966,2010.929,731.966,18.349,16.285,45.481,1.127,953,0.971,39.051,50.194,2011.600,731.800,36.672,32.199,26.565,1.139,39.014,0.999,2009,729,15,1.300,25.718
137,5043,276.745,0.827,1,2179,2249,714,816,2216.542,768.581,2216.542,768.581,48.153,34.743,88.455,1.386,5300,0.952,102.489,84.401,2213.414,765.823,102.418,68.964,86.532,1.485,104.214,1.017,2212,771,33,1.579,44.600
138,19665,589.864,0.710,1,2581,2747,717,939,2664.252,820.400,2664.252,820.400,113.363,58.791,66.590,1.928,21523,0.914,222.812,85.108,2666.533,823.112,212.057,114.406,65.106,1.854,226.014,1.014,2643,777,52,2.173,75.700
139,4046,335.143,0.453,1,2030,2099,719,825,2068.806,768.008,2068.806,768.008,56.796,25.860,71.271,2.196,4861,0.832,114.018,68.385,2075.226,764.509,113.989,58.766,69.677,1.940,114.014,1.000,2065,758,20,2.850,23.195
140,748,101.684,0.909,1,495,521,723,760,506.939,740.484,506.939,740.484,18.963,12.680,81.909,1.495,764,0.979,38.601,73.443,508.000,741.500,37.000,26.000,90.000,1.423,38.614,1.000,507,740,13,1.485,19.515
141,642,94.790,0.898,1,2849,2879,735,766,2863.579,750.975,2863.579,750.975,15.481,13.352,-51.522,1.159,675,0.951,32.650,130.030,2863.123,751.852,32.649,27.144,129.806,1.203,31.614,0.968,2864,749,13,1.216,20.487
142,402,74.678,0.906,1,577,602,740,762,587.955,750.846,587.955,750.846,12.616,10.549,12.389,1.196,412,0.976,26.249,17.745,587.750,752.250,26.247,21.503,18.435,1.221,26.814,1.022,587,751,10,1.341,12.455
143,25572,669.652,0.717,1,1909,2071,740,979,1992.969,850.431,1992.969,850.431,125.027,66.820,61.839,1.871,27235,0.939,264.008,61.493,1997.828,847.393,259.019,144.682,50.194,1.790,260.414,0.986,1981,829,66,1.973,79.184
144,1573,167.532,0.704,1,637,670,742,811,653.290,776.754,653.290,776.754,36.325,13.960,-77.270,2.602,1643,0.957,72.125,106.928,654.013,776.591,71.600,28.153,100.008,2.543,73.414,1.018,656,761,14,2.622,22.647
145,5277,312.446,0.679,1,2248,2316,743,851,2281.930,798.419,2281.930,798.419,54.611,33.924,80.871,1.610,6024,0.876,112.004,60.001,2283.412,795.485,109.091,67.244,85.855,1.622,111.414,0.995,2286,787,28,1.990,35.720
146,2831,228.326,0.682,1,1535,1593,750,838,1560.627,797.645,1560.627,797.645,42.055,22.954,61.002,1.832,3104,0.912,92.049,72.943,1557.386,798.219,87.417,50.068,53.973,1.746,93.614,1.017,1556,799,22,2.128,27.381
147,972,120.455,0.842,1,2507,2545,751,790,2526.595,773.027,2526.595,773.027,20.089,16.182,-52.940,1.241,1037,0.937,44.418,121.185,2528.538,772.692,44.376,32.727,123.690,1.356,44.414,1.000,2526,773,15,1.480,18.541
148,18734,550.887,0.776,1,988,1160,755,931,1081.109,843.893,1081.109,843.893,86.206,71.991,53.158,1.197,20296,0.923,179.627,72.170,1081.318,847.533,173.375,146.927,49.316,1.180,183.214,1.020,1072,835,67,1.367,77.892
149,2351,193.371,0.790,1,565,634,757,814,599.478,783.241,599.478,783.241,37.745,20.471,-34.488,1.844,2470,0.952,75.180,151.390,602.580,781.440,74.400,42.200,143.130,1.763,74.414,0.990,595,785,20,1.860,28.820
150,42863,1062.448,0.477,1,2278,2521,758,1061,2394.145,914.183,2394.145,914.183,155.867,96.337,-88.074,1.618,51715,0.829,303.238,87.732,2395.534,913.575,291.198,216.994,110.556,1.342,307.214,1.013,2397,988,70,2.194,79.097
151,3233,234.761,0.737,1,696,779,765,830,735.885,801.617,735.885,801.617,44.581,24.495,32.125,1.820,3349,0.965,96.566,31.880,730.162,802.897,96.554,51.107,30.964,1.889,96.214,0.996,743,783,41,1.173,30.786
152,5611,358.587,0.548,1,625,738,772,881,686.960,834.269,686.960,834.269,53.020,41.733,47.717,1.270,6839,0.820,116.662,14.394,674.052,839.924,110.968,93.981,66.435,1.181,119.014,1.020,682,825,29,2.052,30.567
153,1435,140.526,0.913,1,2446,2492,777,818,2468.712,796.299,2468.712,796.299,22.079,21.343,-6.254,1.034,1487,0.965,47.634,39.036,2469.576,797.943,45.936,40.838,176.987,1.125,47.214,0.991,2467,796,19,1.242,27.609
154,6168,326.925,0.725,1,795,911,779,849,846.857,813.478,846.857,813.478,57.686,35.587,2.553,1.621,6532,0.944,120.905,20.833,853.000,814.000,116.000,70.000,0.000,1.657,122.014,1.009,833,814,34,1.794,41.808
155,323,71.671,0.790,1,2320,2337,787,815,2328.698,800.178,2328.698,800.178,13.847,7.741,81.930,1.789,350,0.923,28.071,94.086,2329.500,800.500,27.407,16.250,75.964,1.687,28.014,0.998,2336,797,11,1.273,11.185
156,782,123.461,0.645,1,2529,2563,788,832,2544.303,806.299,2544.303,806.299,26.028,10.728,-50.228,2.426,870,0.899,53.254,124.287,2542.082,807.209,52.533,22.967,133.727,2.287,53.214,0.999,2551,798,10,2.661,13.421
157,3816,258.664,0.717,1,208,277,789,878,244.901,834.163,244.901,834.163,43.609,28.879,-75.356,1.510,4170,0.915,89.022,88.713,241.585,833.743,87.124,61.803,103.736,1.410,90.214,1.013,242,839,26,1.735,32.927
